,id,branch,customerType,gender,prodLine,price,quant,tot,date,time,payment,rating
479,575-67-1508,A,Normal,Male,Electronic accessories,38.6,1.0,40.53,2019-01-29,11:26,Ewallet,6.7
480,541-08-3113,C,Normal,Male,Food and beverages,65.97,8.0,554.148,2019-02-02,20:29,Cash,8.4
481,246-11-3901,C,Normal,Female,Electronic accessories,32.8,10.0,344.4,2019-02-15,12:12,Cash,6.2
482,674-15-9296,A,Normal,Male,Sports and travel,37.14,5.0,194.985,2019-08-01,13:05,Ewallet,5.0
483,305-18-3552,B,Member,Male,Home and lifestyle,60.38,9.999999999999998,633.99,2019-12-02,16:19,Cash,6.0
484,493-65-6248,C,Member,Female,Sports and travel,36.98,10.000000000000002,388.29,2019-01-01,19:48,Credit card,7.0
485,438-01-4015,B,Member,Female,Sports and travel,49.49,4.0,207.858,2019-03-21,15:25,Ewallet,6.6
486,709-58-4068,B,Normal,Female,Fashion accessories,41.09,9.999999999999998,431.445,2019-02-28,14:42,Cash,7.3
487,795-49-7276,A,Normal,Male,Fashion accessories,37.15,4.0,156.03,2019-03-23,18:59,Ewallet,8.3
488,556-72-8512,C,Normal,Male,Home and lifestyle,22.96,1.0,24.108,2019-01-30,20:47,Cash,4.3
489,627-95-3243,B,Member,Female,Home and lifestyle,77.68,9.0,734.076,2019-04-02,13:21,Ewallet,9.8
490,686-41-0932,B,Normal,Female,Fashion accessories,34.7,2.0,72.87,2019-03-13,19:48,Ewallet,8.2
491,510-09-5628,A,Member,Female,Fashion accessories,19.66,10.0,206.43,2019-03-15,18:20,Credit card,7.2
492,608-04-3797,B,Member,Female,Health and beauty,25.32,8.0,212.688,2019-05-03,20:24,Ewallet,8.7
493,148-82-2527,C,Member,Female,Home and lifestyle,12.12,10.0,127.26,2019-05-03,13:44,Credit card,8.4
494,437-53-3084,B,Normal,Male,Fashion accessories,99.89,2.0,209.769,2019-02-26,11:48,Ewallet,7.1
495,632-32-4574,B,Normal,Male,Sports and travel,75.92,8.0,637.7280000000001,2019-03-20,14:14,Cash,5.5
496,556-97-7101,C,Normal,Female,Electronic accessories,63.22,2.0,132.762,2019-01-01,15:51,Cash,8.5
497,862-59-8517,C,Normal,Female,Food and beverages,90.24,6.0,568.512,2019-01-27,11:17,Cash,6.2
498,401-18-8016,B,Member,Female,Sports and travel,98.13,1.0,103.0365,2019-01-21,17:36,Cash,8.9
499,420-18-8989,A,Member,Female,Sports and travel,51.52,8.0,432.76800000000003,2019-02-02,15:47,Cash,9.6
500,277-63-2961,B,Member,Male,Sports and travel,73.97,1.0,77.6685,2019-02-03,15:53,Credit card,5.4
501,573-98-8548,C,Member,Female,Fashion accessories,31.9,1.0,33.495,2019-01-05,12:40,Ewallet,9.1
502,620-02-2046,C,Normal,Male,Home and lifestyle,69.4,2.0,145.74,2019-01-27,19:48,Ewallet,9.0
503,282-35-2475,B,Normal,Female,Sports and travel,93.31,2.0,195.951,2019-03-25,17:53,Cash,6.3
504,511-54-3087,B,Normal,Male,Sports and travel,88.45,1.0,92.8725,2019-02-25,16:36,Credit card,9.5
505,726-29-6793,A,Member,Male,Electronic accessories,24.18,8.0,203.112,2019-01-28,20:54,Ewallet,9.8
506,387-49-4215,B,Member,Female,Sports and travel,48.5,3.0,152.775,2019-01-08,12:50,Cash,6.7
507,862-17-9201,B,Normal,Female,Food and beverages,84.05,6.0,529.515,2019-01-29,10:48,Credit card,7.7
508,291-21-5991,B,Member,Male,Health and beauty,61.29,5.0,321.7725,2019-03-29,14:28,Cash,7.0
509,602-80-9671,C,Member,Female,Home and lifestyle,15.95,6.0,100.485,2019-02-09,17:15,Credit card,5.1
510,347-72-6115,B,Member,Female,Sports and travel,90.74,7.0,666.939,2019-01-16,18:03,Credit card,6.2
511,209-61-0206,A,Normal,Female,Home and lifestyle,42.91,5.0,225.2775,2019-01-05,17:29,Ewallet,6.1
512,595-27-4851,A,Normal,Female,Fashion accessories,54.28,7.0,398.958,2019-01-27,18:05,Ewallet,9.3
513,189-52-0236,A,Normal,Male,Electronic accessories,99.55,7.0,731.6925,2019-03-14,12:07,Cash,7.6
514,503-07-0930,C,Member,Male,Sports and travel,58.39,7.0,429.1665,2019-02-23,19:49,Credit card,8.2
515,413-20-6708,C,Member,Female,Fashion accessories,51.47,1.0,54.0435,2019-03-18,15:52,Ewallet,8.5
516,425-85-2085,B,Member,Male,Health and beauty,54.86,5.0,288.015,2019-03-29,16:48,Ewallet,9.8
517,521-18-7827,C,Member,Male,Home and lifestyle,39.39,5.0,206.7975,2019-01-22,20:46,Credit card,8.7
518,220-28-1851,A,Normal,Male,Home and lifestyle,34.73,2.0,72.933,2019-03-01,18:14,Ewallet,9.7
519,600-38-9738,C,Member,Male,Sports and travel,71.92,5.0,377.58,2019-01-17,15:05,Credit card,4.3
520,734-91-1155,B,Normal,Female,Electronic accessories,45.71,3.0,143.9865,2019-03-26,10:34,Credit card,7.7
521,451-28-5717,C,Member,Female,Home and lifestyle,83.17,6.0,523.971,2019-03-20,11:23,Cash,7.3
522,609-81-8548,A,Member,Female,Home and lifestyle,37.44,6.0,235.872,2019-02-06,13:55,Credit card,5.9
523,133-14-7229,C,Normal,Male,Health and beauty,62.87,2.0,132.02700000000002,2019-01-01,11:43,Cash,5.0
524,534-01-4457,A,Normal,Male,Food and beverages,81.71,6.0,514.773,2019-01-27,14:36,Credit card,8.0
525,719-89-8991,A,Member,Female,Sports and travel,91.41,5.0,479.9025,2019-02-25,16:03,Ewallet,7.1
526,286-62-6248,B,Normal,Male,Fashion accessories,39.21,4.0,164.68200000000002,2019-01-16,20:03,Credit card,9.0
527,339-38-9982,B,Member,Male,Fashion accessories,59.86,2.0,125.706,2019-01-13,14:55,Ewallet,6.7
528,827-44-5872,B,Member,Female,Food and beverages,54.36,10.0,570.78,2019-02-07,11:28,Credit card,6.1
529,827-77-7633,A,Normal,Male,Sports and travel,98.09,9.0,926.9505,2019-02-17,19:41,Cash,9.3
530,287-83-1405,A,Normal,Male,Health and beauty,25.43,6.0,160.209,2019-02-12,19:01,Ewallet,7.0
531,435-13-4908,A,Member,Male,Fashion accessories,86.68,8.0,728.112,2019-01-24,18:04,Credit card,7.2
532,857-67-9057,B,Normal,Male,Electronic accessories,22.95,10.0,240.975,2019-02-06,19:20,Ewallet,8.2
533,236-27-1144,C,Normal,Female,Food and beverages,16.31,9.0,154.1295,2019-03-26,10:31,Ewallet,8.4
534,892-05-6689,A,Normal,Female,Home and lifestyle,28.32,5.0,148.68,2019-03-11,13:28,Ewallet,6.2
535,583-41-4548,C,Normal,Male,Home and lifestyle,16.67,7.0,122.5245,2019-02-07,11:36,Ewallet,7.4
536,339-12-4827,B,Member,Female,Fashion accessories,73.96,1.0,77.658,2019-01-05,11:32,Credit card,5.0
537,643-38-7867,A,Normal,Male,Home and lifestyle,97.94,1.0,102.837,2019-03-07,11:44,Ewallet,6.9
538,308-81-0538,A,Normal,Female,Fashion accessories,73.05,4.0,306.81,2019-02-25,17:16,Credit card,4.9
539,358-88-9262,C,Member,Female,Food and beverages,87.48,6.0,551.124,2019-02-01,18:43,Ewallet,5.1
540,460-35-4390,A,Normal,Male,Home and lifestyle,30.68,3.0,96.64200000000001,2019-01-22,11:00,Ewallet,9.1
541,343-87-0864,C,Member,Male,Health and beauty,75.88,1.0,79.67399999999999,2019-01-03,10:30,Credit card,7.1
542,173-50-1108,B,Member,Female,Sports and travel,20.18,4.0,84.756,2019-02-13,12:14,Credit card,5.0
543,243-47-2663,C,Member,Male,Electronic accessories,18.77,6.0,118.251,2019-01-28,16:43,Credit card,5.5
544,841-18-8232,B,Normal,Female,Food and beverages,71.2,1.0,74.76,2019-01-05,20:40,Credit card,9.2
545,701-23-5550,B,Member,Male,Home and lifestyle,38.81,4.0,163.002,2019-03-19,13:40,Ewallet,4.9
546,647-50-1224,A,Normal,Female,Fashion accessories,29.42,10.0,308.91,2019-01-12,16:23,Ewallet,8.9
547,541-48-8554,A,Normal,Male,Sports and travel,60.95,9.0,575.9775,2019-01-07,12:08,Credit card,6.0
548,539-21-7227,B,Normal,Female,Sports and travel,51.54,5.0,270.585,2019-01-26,17:45,Cash,4.2
549,213-32-1216,A,Normal,Female,Electronic accessories,66.06,6.0,416.17800000000005,2019-01-23,10:28,Cash,7.3
550,747-58-7183,B,Normal,Male,Fashion accessories,57.27,3.0,180.4005,2019-02-09,20:31,Ewallet,6.5
551,582-52-8065,B,Normal,Female,Fashion accessories,54.31,9.0,513.2295,2019-02-22,10:49,Cash,8.9
552,210-57-1719,B,Normal,Female,Health and beauty,58.24,9.0,550.368,2019-02-05,12:34,Cash,9.7
553,399-69-4630,C,Normal,Male,Electronic accessories,22.21,6.0,139.923,2019-03-07,10:23,Credit card,8.6
554,134-75-2619,A,Member,Male,Electronic accessories,19.32,7.0,142.002,2019-03-25,18:51,Cash,6.9
555,356-44-8813,B,Normal,Male,Home and lifestyle,37.48,3.0,118.06200000000001,2019-01-20,13:45,Credit card,7.7
556,198-66-9832,B,Member,Female,Fashion accessories,72.04,2.0,151.284,2019-02-04,19:38,Cash,9.5
557,283-26-5248,C,Member,Female,Food and beverages,98.52,10.0,1034.46,2019-01-30,20:23,Ewallet,4.5
558,712-39-0363,A,Member,Male,Food and beverages,41.66,6.0,262.45799999999997,2019-01-02,15:24,Ewallet,5.6
559,218-59-9410,A,Member,Female,Home and lifestyle,72.42,3.0,228.123,2019-03-29,16:54,Ewallet,8.2
560,174-75-0888,B,Normal,Male,Electronic accessories,21.58,9.0,203.93099999999998,2019-03-14,12:32,Cash,7.3
561,866-99-7614,C,Normal,Male,Food and beverages,89.2,10.0,936.6,2019-02-11,15:42,Credit card,4.4
562,134-54-4720,B,Normal,Female,Electronic accessories,42.42,8.0,356.32800000000003,2019-01-30,13:58,Ewallet,5.7
563,760-90-2357,A,Member,Male,Electronic accessories,74.51,6.0,469.413,2019-03-20,15:08,Ewallet,5.0
564,514-37-2845,B,Normal,Male,Fashion accessories,99.25,2.0,208.425,2019-03-20,13:02,Cash,9.0
565,698-98-5964,A,Normal,Female,Food and beverages,81.21000000000001,10.0,852.705,2019-01-17,13:01,Credit card,6.3
566,718-57-9773,C,Normal,Female,Sports and travel,49.33,10.0,517.965,2019-02-03,16:40,Credit card,9.4
567,651-88-7328,A,Normal,Female,Fashion accessories,65.74,9.0,621.243,2019-01-01,13:55,Cash,7.7
568,241-11-2261,B,Normal,Female,Fashion accessories,79.86,7.0,586.971,2019-01-10,10:33,Credit card,5.5
569,408-26-9866,C,Normal,Female,Sports and travel,73.98,7.0,543.753,2019-03-02,16:42,Ewallet,4.1
570,834-83-1826,B,Member,Female,Home and lifestyle,82.03999999999999,5.0,430.71,2019-02-25,17:16,Credit card,7.6
571,343-61-3544,B,Member,Male,Sports and travel,26.669999999999998,10.0,280.035,2019-01-29,11:48,Cash,8.6
572,239-48-4278,A,Member,Male,Food and beverages,10.129999999999999,7.0,74.4555,2019-03-10,19:35,Ewallet,8.3
573,355-34-6244,B,Normal,Male,Food and beverages,72.39,2.0,152.019,2019-01-13,19:55,Credit card,8.1
574,550-84-8664,A,Normal,Male,Sports and travel,85.91,5.0,451.0275,2019-03-22,14:33,Credit card,8.6
575,339-96-8318,B,Member,Male,Fashion accessories,81.30999999999999,7.0,597.6285,2019-03-01,19:49,Ewallet,6.3
576,458-61-0011,B,Normal,Male,Food and beverages,60.3,4.0,253.26,2019-02-20,18:43,Cash,5.8
577,592-34-6155,C,Normal,Male,Food and beverages,31.77,4.0,133.434,2019-01-14,14:43,Ewallet,6.2
578,797-88-0493,A,Normal,Female,Health and beauty,64.27,4.0,269.934,2019-03-26,13:54,Cash,7.7
579,207-73-1363,B,Normal,Male,Health and beauty,69.51,2.0,145.971,2019-03-01,12:15,Ewallet,8.1
580,390-31-6381,C,Normal,Male,Food and beverages,27.22,3.0,85.743,2019-01-07,12:37,Cash,7.3
581,443-82-0585,A,Member,Female,Health and beauty,77.68,4.0,326.256,2019-02-01,19:54,Cash,8.4
582,339-18-7061,C,Member,Female,Fashion accessories,92.98,2.0,195.25799999999998,2019-02-13,15:06,Credit card,8.0
583,359-90-3665,B,Member,Female,Fashion accessories,18.08,4.0,75.936,2019-01-14,18:03,Credit card,9.5
584,375-72-3056,B,Normal,Male,Sports and travel,63.06,3.0,198.639,2019-01-19,15:58,Ewallet,7.0
585,127-47-6963,A,Normal,Male,Health and beauty,51.71,4.0,217.18200000000002,2019-03-09,13:53,Credit card,9.8
586,278-86-2735,A,Normal,Female,Food and beverages,52.34,3.0,164.87099999999998,2019-03-27,14:03,Cash,9.2
587,695-28-6250,A,Normal,Female,Sports and travel,43.06,5.0,226.065,2019-02-04,16:38,Ewallet,7.7
588,379-17-6588,C,Normal,Male,Fashion accessories,59.61,10.0,625.905,2019-03-14,11:07,Cash,5.3
589,227-50-3718,A,Normal,Male,Health and beauty,14.62,5.0,76.755,2019-03-04,12:23,Cash,4.4
590,302-15-2162,C,Member,Male,Health and beauty,46.53,6.0,293.139,2019-03-03,10:54,Credit card,4.3
591,788-07-8452,C,Member,Female,Home and lifestyle,24.24,7.0,178.16400000000002,2019-01-27,17:38,Ewallet,9.4
592,560-49-6611,A,Member,Female,Sports and travel,45.58,1.0,47.858999999999995,2019-02-07,14:13,Cash,9.8
593,880-35-0356,A,Member,Female,Sports and travel,75.2,3.0,236.88,2019-02-05,11:51,Ewallet,4.8
594,585-11-6748,B,Member,Male,Sports and travel,96.8,3.0,304.92,2019-03-15,13:05,Cash,5.3
595,470-31-3286,B,Normal,Male,Health and beauty,14.82,3.0,46.683,2019-03-01,11:30,Credit card,8.7
596,152-68-2907,A,Normal,Male,Food and beverages,52.2,3.0,164.43,2019-02-15,13:30,Credit card,9.5
597,123-35-4896,C,Normal,Female,Sports and travel,46.66,9.0,440.93699999999995,2019-02-17,19:11,Ewallet,5.3
598,258-69-7810,C,Normal,Female,Fashion accessories,36.85,5.0,193.4625,2019-01-26,18:53,Cash,9.2
599,334-64-2006,A,Member,Female,Home and lifestyle,70.32,2.0,147.672,2019-03-24,14:22,Ewallet,9.6
600,219-61-4139,C,Normal,Male,Electronic accessories,83.08,1.0,87.234,2019-01-23,17:16,Ewallet,6.4
601,881-41-7302,C,Normal,Female,Fashion accessories,64.99,1.0,68.2395,2019-01-26,10:06,Credit card,4.5
602,373-09-4567,C,Normal,Male,Food and beverages,77.56,10.0,814.38,2019-03-14,20:35,Ewallet,6.9
603,642-30-6693,B,Normal,Female,Sports and travel,54.51,6.0,343.413,2019-03-17,13:54,Ewallet,7.8
604,484-22-8230,C,Member,Female,Fashion accessories,51.89,7.0,381.3915,2019-01-08,20:08,Cash,4.5
605,830-58-2383,B,Normal,Male,Home and lifestyle,31.75,4.0,133.35,2019-02-08,15:26,Cash,8.6
606,559-98-9873,A,Member,Female,Fashion accessories,53.65,7.0,394.3275,2019-02-10,12:56,Ewallet,5.2
607,544-32-5024,C,Member,Female,Food and beverages,49.79,4.0,209.118,2019-03-28,19:16,Credit card,6.4
608,318-12-0304,A,Normal,Male,Fashion accessories,30.61,1.0,32.1405,2019-01-23,12:20,Ewallet,5.2
609,349-97-8902,B,Member,Male,Food and beverages,57.89,2.0,121.569,2019-01-17,10:37,Ewallet,8.9
610,421-95-9805,A,Normal,Female,Electronic accessories,28.96,1.0,30.408,2019-02-07,10:18,Credit card,6.2
611,277-35-5865,C,Member,Female,Food and beverages,98.97,9.0,935.2665,2019-03-09,11:23,Cash,6.7
612,789-23-8625,B,Member,Male,Fashion accessories,93.22,3.0000000000000004,293.643,2019-01-24,11:45,Cash,7.2
613,284-54-4231,C,Member,Male,Sports and travel,80.93,1.0,84.9765,2019-01-19,16:08,Credit card,9.0
614,443-59-0061,A,Member,Male,Food and beverages,67.45,10.0,708.225,2019-02-03,11:25,Ewallet,4.2
615,509-29-3912,A,Member,Female,Sports and travel,38.72,9.0,365.904,2019-03-20,12:24,Ewallet,4.2
616,327-40-9673,B,Member,Male,Sports and travel,72.6,6.000000000000001,457.38,2019-01-13,19:51,Cash,6.9
617,840-19-2096,C,Member,Male,Electronic accessories,87.91,5.0,461.5275,2019-03-14,18:10,Ewallet,4.4
618,828-46-6863,A,Member,Male,Food and beverages,98.53,5.999999999999999,620.739,2019-01-23,11:22,Credit card,4.0
619,641-96-3695,C,Member,Female,Fashion accessories,43.46,6.0,273.798,2019-02-07,17:55,Ewallet,8.5
620,420-97-3340,A,Normal,Female,Food and beverages,71.68,2.9999999999999996,225.792,2019-03-28,15:30,Credit card,9.2
621,436-54-4512,A,Member,Female,Food and beverages,91.61,1.0,96.1905,2019-03-20,19:44,Cash,9.8
622,670-79-6321,B,Member,Female,Home and lifestyle,94.59,7.0,695.2365,2019-01-17,15:27,Credit card,4.9
623,852-62-7105,B,Normal,Female,Fashion accessories,83.25,10.0,874.125,2019-01-12,11:25,Credit card,4.4
624,598-06-7312,B,Member,Male,Fashion accessories,91.35,1.0,95.9175,2019-02-16,15:42,Cash,6.8
625,135-13-8269,B,Member,Female,Food and beverages,78.88,2.0,165.648,2019-01-26,16:04,Cash,9.1
626,816-57-2053,A,Normal,Male,Sports and travel,60.87,2.0,127.82700000000001,2019-03-09,12:37,Ewallet,8.7
627,628-90-8624,B,Member,Male,Health and beauty,82.58,10.0,867.09,2019-03-14,14:41,Cash,5.0
628,856-66-2701,A,Member,Male,Home and lifestyle,53.3,3.0000000000000004,167.895,2019-01-25,14:19,Ewallet,7.5
629,308-39-1707,A,Normal,Female,Fashion accessories,12.09,1.0,12.6945,2019-01-26,18:19,Credit card,8.2
630,149-61-1929,A,Normal,Male,Sports and travel,64.19,10.0,673.995,2019-01-19,14:08,Credit card,6.7
631,655-07-2265,A,Normal,Male,Electronic accessories,78.31,3.0,246.6765,2019-03-05,16:38,Ewallet,5.4
632,589-02-8023,A,Member,Male,Food and beverages,83.77,2.0,175.917,2019-01-15,10:54,Credit card,7.0
633,420-04-7590,B,Normal,Male,Home and lifestyle,99.7,3.0,314.055,2019-03-18,11:29,Ewallet,4.7
634,182-88-2763,B,Member,Male,Food and beverages,79.91,3.0,251.7165,2019-03-20,19:28,Credit card,5.0
635,188-55-0967,B,Member,Male,Health and beauty,66.47,10.0,697.935,2019-01-15,15:01,Credit card,5.0
636,610-46-4100,A,Normal,Male,Health and beauty,28.95,7.0,212.7825,2019-03-03,20:31,Credit card,6.0
637,318-81-2368,C,Normal,Female,Electronic accessories,46.2,1.0,48.51,2019-03-19,12:16,Cash,6.3
638,364-33-8584,B,Member,Female,Food and beverages,17.63,5.0,92.5575,2019-03-08,15:27,Cash,8.5
639,665-63-9737,B,Normal,Male,Fashion accessories,52.42,3.0,165.123,2019-02-27,17:36,Ewallet,7.5
640,695-09-5146,B,Member,Female,Food and beverages,98.79,3.0,311.1885,2019-02-23,20:00,Ewallet,6.4
641,155-45-3814,C,Member,Female,Electronic accessories,88.55,8.0,743.82,2019-03-19,15:29,Ewallet,4.7
642,794-32-2436,B,Member,Male,Electronic accessories,55.67,2.0,116.90700000000001,2019-03-27,15:08,Ewallet,6.0
643,131-15-8856,C,Member,Female,Food and beverages,72.52,8.0,609.168,2019-03-30,19:26,Credit card,4.0
644,273-84-2164,C,Member,Male,Electronic accessories,12.05,5.0,63.2625,2019-02-16,15:53,Ewallet,5.5
645,706-36-6154,A,Member,Male,Home and lifestyle,19.36,9.0,182.952,2019-01-18,18:43,Ewallet,8.7
646,778-89-7974,C,Normal,Male,Health and beauty,70.21,6.0,442.32300000000004,2019-03-30,14:58,Cash,7.4
647,574-31-8277,B,Member,Male,Fashion accessories,33.63,1.0,35.3115,2019-03-20,19:55,Cash,5.6
648,859-71-0933,C,Member,Female,Sports and travel,15.49,2.0,32.529,2019-01-16,15:10,Cash,6.3
649,740-11-5257,C,Normal,Male,Electronic accessories,24.74,10.0,259.77,2019-02-24,16:44,Cash,7.1
650,369-82-2676,B,Normal,Male,Electronic accessories,75.66,5.0,397.215,2019-01-15,18:22,Ewallet,7.8
651,563-47-4072,B,Normal,Female,Health and beauty,55.81,6.0,351.603,2019-01-22,11:52,Cash,9.9
652,742-04-5161,A,Member,Male,Home and lifestyle,72.78,10.0,764.19,2019-02-03,17:24,Cash,7.3
653,149-15-7606,B,Member,Male,Sports and travel,37.32,9.0,352.67400000000004,2019-03-06,15:31,Ewallet,5.1
654,133-77-3154,B,Member,Male,Fashion accessories,60.18,4.0,252.75599999999997,2019-02-16,18:04,Credit card,9.4
655,169-52-4504,A,Normal,Female,Electronic accessories,15.69,3.0,49.4235,2019-03-14,14:13,Credit card,5.8
656,250-81-7186,C,Normal,Female,Electronic accessories,99.69,1.0,104.6745,2019-02-27,10:23,Credit card,8.0
657,562-12-5430,A,Member,Female,Fashion accessories,88.15,3.0,277.6725,2019-01-18,10:11,Ewallet,7.9
658,816-72-8853,A,Member,Female,Sports and travel,27.93,5.0,146.6325,2019-01-29,15:48,Cash,5.9
659,491-38-3499,A,Member,Male,Fashion accessories,55.45,1.0,58.2225,2019-02-26,17:46,Credit card,4.9
660,322-02-2271,B,Normal,Female,Sports and travel,42.97,3.0,135.3555,2019-02-03,11:46,Cash,9.3
661,842-29-4695,C,Member,Male,Sports and travel,17.14,7.0,125.979,2019-01-16,12:07,Credit card,7.9
662,725-67-2480,B,Member,Female,Fashion accessories,58.75,6.0,370.125,2019-03-24,18:14,Credit card,5.9
663,641-51-2661,C,Member,Female,Food and beverages,87.1,10.0,914.55,2019-02-12,14:45,Credit card,9.9
664,714-02-3114,C,Normal,Female,Sports and travel,98.8,2.0,207.48,2019-02-21,11:39,Cash,7.7
665,518-17-2983,A,Normal,Female,Fashion accessories,48.63,4.0,204.24599999999998,2019-02-04,15:44,Ewallet,7.6
666,779-42-2410,B,Member,Male,Food and beverages,57.74,3.0,181.88099999999997,2019-02-20,13:06,Ewallet,7.7
667,190-14-3147,B,Normal,Female,Health and beauty,17.97,4.0,75.47399999999999,2019-02-23,20:43,Ewallet,6.4
668,408-66-6712,C,Member,Female,Health and beauty,47.71,6.0,300.573,2019-02-16,14:19,Ewallet,4.4
669,679-22-6530,B,Normal,Female,Sports and travel,40.62,2.0,85.302,2019-01-17,10:01,Credit card,4.1
670,588-47-8641,A,Member,Male,Fashion accessories,56.04,10.0,588.42,2019-01-14,19:30,Ewallet,4.4
671,642-61-4706,B,Member,Male,Food and beverages,93.4,2.0,196.14,2019-03-30,16:34,Cash,5.5
672,576-31-4774,B,Normal,Female,Health and beauty,73.41,3.0,231.2415,2019-03-02,13:10,Ewallet,4.0
673,556-41-6224,C,Normal,Male,Health and beauty,33.64,8.0,282.57599999999996,2019-02-15,17:10,Credit card,9.3
674,811-03-8790,A,Normal,Female,Electronic accessories,45.48,10.0,477.54,2019-03-01,10:22,Credit card,4.8
675,242-11-3142,B,Member,Male,Fashion accessories,83.77,2.0,175.917,2019-02-24,19:57,Cash,4.6
676,752-23-3760,B,Member,Female,Sports and travel,64.08,7.0,470.98800000000006,2019-02-19,19:29,Credit card,7.3
677,274-05-5470,A,Member,Female,Food and beverages,73.47,4.0,308.574,2019-02-23,18:30,Cash,6.0
678,648-94-3045,C,Normal,Male,Health and beauty,58.95,10.0,618.975,2019-02-07,14:27,Ewallet,8.1
679,130-67-4723,A,Member,Male,Food and beverages,48.5,6.0,305.55,2019-01-11,13:57,Ewallet,9.4
680,528-87-5606,B,Member,Female,Electronic accessories,39.48,1.0,41.45399999999999,2019-02-12,19:43,Cash,6.5
681,320-85-2052,B,Normal,Female,Sports and travel,34.81,1.0,36.5505,2019-01-14,10:11,Credit card,7.0
682,370-96-0655,C,Normal,Female,Fashion accessories,49.32,6.0,310.716,2019-01-09,13:46,Ewallet,7.1
683,105-10-6182,A,Member,Male,Fashion accessories,21.48,2.0,45.108000000000004,2019-02-27,12:22,Ewallet,6.6
684,510-79-0415,B,Member,Female,Sports and travel,23.08,6.0,145.404,2019-01-24,19:20,Ewallet,4.9
685,241-96-5076,B,Member,Female,Home and lifestyle,49.1,2.0,103.11,2019-01-08,12:58,Credit card,6.4
686,767-97-4650,B,Member,Female,Sports and travel,64.83,2.0,136.143,2019-01-08,11:59,Credit card,8.0
687,648-83-1321,A,Member,Male,Home and lifestyle,63.56,10.0,667.38,2019-01-16,17:59,Cash,4.3
688,173-57-2300,C,Member,Male,Sports and travel,72.88,2.0,153.048,2019-03-13,12:51,Cash,6.1
689,305-03-2383,A,Normal,Female,Food and beverages,67.1,3.0,211.365,2019-02-15,10:36,Cash,7.5
690,394-55-6384,C,Member,Female,Sports and travel,70.19,9.0,663.2955,2019-01-25,13:38,Cash,6.7
691,266-20-6657,C,Member,Male,Food and beverages,55.04,7.0,404.54400000000004,2019-03-12,19:39,Ewallet,5.2
692,689-05-1884,A,Member,Male,Health and beauty,48.63,10.0,510.615,2019-03-04,12:44,Cash,8.8
693,196-01-2849,C,Member,Female,Fashion accessories,73.38,7.0,539.3430000000001,2019-02-10,13:56,Cash,9.5
694,372-62-5264,C,Normal,Female,Food and beverages,52.6,9.0,497.07,2019-01-16,14:42,Cash,7.6
695,800-09-8606,A,Member,Female,Home and lifestyle,87.37,5.0,458.6925,2019-01-29,19:45,Cash,6.6
696,182-52-7000,A,Member,Female,Sports and travel,27.04,4.0,113.568,2019-01-01,20:26,Ewallet,6.9
697,826-58-8051,B,Normal,Male,Home and lifestyle,62.19,4.0,261.198,2019-01-06,19:46,Ewallet,4.3
698,868-06-0466,A,Member,Male,Electronic accessories,69.58,9.0,657.5310000000001,2019-02-19,19:38,Credit card,7.8
699,751-41-9720,C,Normal,Male,Home and lifestyle,97.5,10.0,1023.75,2019-01-12,16:18,Ewallet,8.0
700,626-43-7888,C,Normal,Female,Fashion accessories,60.41,8.0,507.444,2019-02-07,12:23,Ewallet,9.6
701,176-64-7711,B,Normal,Male,Food and beverages,32.32,3.0,101.80799999999999,2019-03-27,19:11,Credit card,4.3
702,191-29-0321,B,Member,Female,Fashion accessories,19.77,10.0,207.585,2019-02-27,18:57,Credit card,5.0
703,729-06-2010,B,Member,Male,Health and beauty,80.47,9.0,760.4415,2019-01-06,11:18,Cash,9.2
704,640-48-5028,B,Member,Female,Home and lifestyle,88.39,9.0,835.2855,2019-03-02,12:40,Cash,6.3
705,186-79-9562,B,Normal,Male,Health and beauty,71.77,7.0,527.5095,2019-03-29,14:06,Cash,8.9
706,834-45-5519,B,Normal,Female,Electronic accessories,43.0,4.0,180.6,2019-01-31,20:48,Ewallet,7.6
707,162-65-8559,C,Member,Male,Food and beverages,68.98,1.0,72.429,2019-01-21,20:13,Cash,4.8
708,760-27-5490,C,Normal,Male,Fashion accessories,15.62,8.0,131.208,2019-01-20,20:37,Ewallet,9.1
709,445-30-9252,A,Normal,Male,Sports and travel,25.7,3.0,80.955,2019-01-17,17:59,Ewallet,6.1
710,786-94-2700,A,Member,Male,Food and beverages,80.62,6.0,507.906,2019-02-28,20:18,Cash,9.1
711,728-88-7867,C,Member,Female,Home and lifestyle,75.53,4.0,317.226,2019-03-19,15:52,Ewallet,8.3
712,183-21-3799,C,Normal,Female,Electronic accessories,77.63,9.0,733.6035,2019-02-19,15:14,Ewallet,7.2
713,268-20-3585,C,Normal,Female,Health and beauty,13.85,9.0,130.8825,2019-02-04,12:50,Ewallet,6.0
714,735-32-9839,C,Member,Male,Fashion accessories,98.7,8.0,829.08,2019-01-31,10:36,Ewallet,8.5
715,258-92-7466,A,Normal,Female,Health and beauty,35.68,5.0,187.32,2019-02-06,18:33,Credit card,6.6
716,857-16-3520,A,Member,Female,Fashion accessories,71.46,7.0,525.231,2019-03-28,16:06,Ewallet,4.5
717,482-17-1179,A,Member,Male,Electronic accessories,11.94,3.0,37.611,2019-01-19,12:47,Credit card,8.1
